Unit Code,Unit Name,Unit Type,State, Visitors ,YearRaw
BLRI,Blue Ridge Parkway,Parkway,NC,"12,877,368",2013
GRSM,Great Smoky Mountains National Park,National Park,NC,"9,354,695",2013
GWMP,George Washington Memorial Parkway,National Parkway,VA,"7,360,392",2013
LINC,Lincoln Memorial,National Memorial,DC,"6,546,518",2013
LAKE,Lake Mead National Recreation Area,National Recreation Area,NV,"6,344,714",2013
GATE,Gateway National Recreation Area,National Recreation Area,NY,"6,191,246",2013
NATR,Natchez Trace Parkway,Parkway,MS,"6,012,740",2013
CHOH,Chesapeake and Ohio Canal National Historical Park,National Historical Park,DC,"4,941,367",2013
DEWA,Delaware Water Gap National Recreation Area,National Recreation Area,PA,"4,843,350",2013
GUIS,Gulf Islands National Seashore,National Seashore,FL,"4,837,965",2013
GRCA,Grand Canyon National Park,National Park,AZ,"4,564,840",2013
CACO,Cape Cod National Seashore,National Seashore,MA,"4,501,898",2013
SAFR,San Francisco Maritime National Historical Park,National Historical Park,CA,"4,154,455",2013
VIVE,Vietnam Veterans Memorial,National Memorial,DC,"4,142,721",2013
WWII,World War II Memorial,National Memorial,DC,"3,934,166",2013
YOSE,Yosemite National Park,National Park,CA,"3,691,191",2013
INDE,Independence National Historical Park,National Historical Park,PA,"3,553,070",2013
KOWA,Korean War Veterans Memorial,National Memorial,DC,"3,209,279",2013
MLKM,"Martin Luther King, Jr., Memorial",Other Designation,DC,"3,205,654",2013
YELL,Yellowstone National Park,National Park,WY,"3,188,030",2013
COLO,Colonial National Historical Park,National Historical Park,VA,"3,168,731",2013
OLYM,Olympic National Park,National Park,WA,"3,085,340",2013
CHAT,Chattahoochee River National Recreation Area,National Recreation Area,GA,"3,039,892",2013
ROMO,Rocky Mountain National Park,National Park,CO,"2,991,141",2013
FRDE,Franklin Delano Roosevelt Memorial,National Memorial,DC,"2,837,729",2013
ZION,Zion National Park,National Park,UT,"2,807,387",2013
GRTE,Grand Teton National Park,National Park,WY,"2,688,794",2013
PORE,Point Reyes National Seashore,National Seashore,CA,"2,641,808",2013
JEFM,Thomas Jefferson Memorial,National Memorial,DC,"2,609,463",2013
JEFF,Jefferson National Expansion Memorial,National Memorial,MO,"2,377,258",2013
ACAD,Acadia National Park,National Park,ME,"2,254,922",2013
BOST,Boston National Historical Park,National Historical Park,MA,"2,245,875",2013
CAHA,Cape Hatteras National Seashore,National Seashore,NC,"2,214,565",2013
GLAC,Glacier National Park,National Park,MT,"2,190,374",2013
CACL,Castle Clinton National Monument,National Monument,NY,"2,180,694",2013
MORU,Mount Rushmore National Memorial,National Memorial,SD,"2,162,998",2013
CUVA,Cuyahoga Valley National Park,National Park,OH,"2,103,010",2013
ASIS,Assateague Island National Seashore,National Seashore,MD,"2,056,828",2013
GLCA,Glen Canyon National Recreation Area,National Recreation Area,UT,"1,991,924",2013
ROCR,Rock Creek Park,Park,DC,"1,968,995",2013
VAFO,Valley Forge National Historical Park,National Historical Park,PA,"1,962,889",2013
KEMO,Kennesaw Mountain National Battlefield Park,National Battlefield Park,GA,"1,924,076",2013
STLI,Statue Of Liberty National Monument,National Monument,NY,"1,883,544",2013
VALR,World War II Valor in the Pacific National Monument,National Monument,HI,"1,786,024",2013
INDU,Indiana Dunes National Lakeshore,National Lakeshore,IN,"1,681,695",2013
FOPO,Fort Point National Historic Site,National Historic Site,CA,"1,591,312",2013
HAVO,Hawai'i Volcanoes National Park,National Park,HI,"1,583,209",2013
JOTR,Joshua Tree National Park,National Park,CA,"1,383,340",2013
SLBE,Sleeping Bear Dunes National Lakeshore,National Lakeshore,MI,"1,340,007",2013
SAJU,San Juan National Historic Site,National Historic Site,PR,"1,328,802",2013
HOSP,Hot Springs National Park,National Park,AR,"1,325,719",2013
BRCA,Bryce Canyon National Park,National Park,UT,"1,311,875",2013
LARO,Lake Roosevelt National Recreation Area,National Recreation Area,WA,"1,254,409",2013
OZAR,Ozark National Scenic Riverways,National Scenic Riverway,MO,"1,253,703",2013
JODR,"John D. Rockefeller, Jr., Memorial Parkway",National Parkway,WY,"1,228,502",2013
GETT,Gettysburg National Military Park,National Military Park,PA,"1,213,349",2013
MORA,Mount Rainier National Park,National Park,WA,"1,148,552",2013
SHEN,Shenandoah National Park,National Park,VA,"1,136,505",2013
CANA,Canaveral National Seashore,National Seashore,FL,"1,133,688",2013
BUFF,Buffalo National River,National River,AR,"1,125,227",2013
CHIC,Chickasaw National Recreation Area,National Recreation Area,OK,"1,099,669",2013
ARCH,Arches National Park,National Park,UT,"1,082,866",2013
NERI,New River Gorge National River,National River,VA,"1,071,823",2013
EVER,Everglades National Park,National Park,FL,"1,047,116",2013
TIMU,Timucuan Ecological and Historic Preserve,Ecological and Historic Preserve,FL,"1,031,667",2013
AMIS,Amistad National Recreation Area,National Recreation Area,TX,"1,025,151",2013
BICY,Big Cypress National Preserve,National Preserve,FL,"1,007,788",2013
MUWO,Muir Woods National Monument,National Monument,CA,"954,125",2013
DEVA,Death Valley National Park,National Park,CA,"951,972",2013
MIMA,Minute Man National Historical Park,National Historical Park,MA,"947,894",2013
KLGO,Klondike Gold Rush National Historical Park,National Historical Park,AK,"928,150",2013
SEQU,Sequoia National Park,National Park,CA,"909,274",2013
CHCH,Chickamauga and Chattanooga National Military Park,National Military Park,GA,"905,984",2013
BADL,Badlands National Park,National Park,SD,"892,372",2013
FRSP,Fredericksburg and Spotsylvania County Battlefields Memorial National Military Park,National Military Park,VA,"880,251",2013
CABR,Cabrillo National Monument,National Monument,CA,"856,128",2013
CACH,Canyon de Chelly National Monument,National Monument,AZ,"828,478",2013
FOSU,Fort Sumter National Monument,National Monument,SC,"815,007",2013
CURE,Curecanti National Recreation Area,National Recreation Area,CO,"814,163",2013
HALE,Haleakala National Park,National Park,HI,"785,300",2013
CASA,Castillo de San Marcos National Monument,National Monument,FL,"778,128",2013
WHIS,Whiskeytown-Shasta-Trinity National Recreation Area,National Recreation Area,CA,"776,025",2013
CUGA,Cumberland Gap National Historical Park,National Historical Park,KY,"768,363",2013
FOVA,Fort Vancouver National Historic Site,National Historic Site,WA,"733,540",2013
ROLA,Ross Lake National Recreation Area,National Recreation Area,WA,"725,917",2013
MALU,"Martin Luther King, Jr., National Historic Site",National Historic Site,GA,"704,168",2013
FOMC,Fort McHenry National Monument and Historic Shrine,National Monument,MD,"678,431",2013
SAGU,Saguaro National Park,National Park,AZ,"678,261",2013
FOTH,Ford's Theatre National Historic Site,National Historic Site,DC,"665,876",2013
CARE,Capitol Reef National Park,National Park,UT,"663,670",2013
PEFO,Petrified Forest National Park,National Park,AZ,"644,648",2013
SAMO,Santa Monica Mountains National Recreation Area,National Recreation Area,CA,"633,054",2013
ARHO,"Arlington House, The Robert E. Lee Memorial",National Memorial,VA,"586,531",2013
PIRO,Pictured Rocks National Lakeshore,National Lakeshore,MI,"575,450",2013
VICK,Vicksburg National Military Park,National Military Park,LA,"573,838",2013
KICA,Kings Canyon National Park,National Park,CA,"567,544",2013
BISO,Big South Fork National River and Recreation Area,National River and Recreation Area,TN,"565,063",2013
LAMR,Lake Meredith National Recreation Area,National Recreation Area,TX,"554,272",2013
MOJA,Mojave National Preserve,National Preserve,CA,"549,599",2013
THRO,Theodore Roosevelt National Park,National Park,ND,"545,090",2013
GUCO,Guilford Courthouse National Military Park,National Military Park,NC,"541,581",2013
MANA,Manassas National Battlefield Park,National Battlefield Park,VA,"538,888",2013
SHIL,Shiloh National Battlefield,National Battlefield,MS,"536,206",2013
DENA,Denali National Park,National Park,AK,"530,922",2013
DENA,Denali National Preserve,National Park,AK,"530,922",2013
FOMA,Fort Matanzas National Monument,National Monument,FL,"523,694",2013
CRLA,Crater Lake National Park,National Park,OR,"523,027",2013
SAAN,San Antonio Missions National Historical Park,National Historical Park,TX,"521,705",2013
LOWE,Lowell National Historical Park,National Historical Park,MA,"517,763",2013
WICA,Wind Cave National Park,National Park,SD,"516,142",2013
PAIS,Padre Island National Seashore,National Seashore,TX,"515,830",2013
GLBA,Glacier Bay National Park,National Park,AK,"500,590",2013
GLBA,Glacier Bay National Preserve,National Preserve,AK,"500,590",2013
MACA,Mammoth Cave National Park,National Park,KY,"494,541",2013
WHSA,White Sands National Monument,National Monument,NM,"490,544",2013
BISC,Biscayne National Park,National Park,FL,"486,848",2013
CEBR,Cedar Breaks National Monument,National Monument,UT,"466,450",2013
CANY,Canyonlands National Park,National Park,UT,"462,242",2013
MEVE,Mesa Verde National Park,National Park,CO,"460,237",2013
WRBR,Wright Brothers National Memorial,National Memorial,NC,"447,796",2013
FOWA,Fort Washington Park,Other Designation,MD,"443,918",2013
WOTR,Wolf Trap National Park for the Performing Arts,National Park,VA,"441,166",2013
VIIS,Virgin Islands National Park,National Park,VI,"438,601",2013
LAVO,Lassen Volcanic National Park,National Park,CA,"427,409",2013
SAMA,Salem Maritime National Historic Site,National Historic Site,MA,"426,328",2013
DETO,Devils Tower National Monument,National Monument,WY,"417,326",2013
CALO,Cape Lookout National Seashore,National Seashore,NC,"416,568",2013
COLM,Colorado National Monument,National Monument,CO,"409,351",2013
JELA,Jean Lafitte National Historical Park and Preserve,National Historical Park and Preserve,LA,"400,128",2013
REDW,Redwood National Park,National Park,CA,"393,364",2013
MOCA,Montezuma Castle National Monument,National Monument,AZ,"389,091",2013
CAVE,Carlsbad Caverns National Park,National Park,NM,"388,566",2013
BOAF,Boston African American National Historic Site,National Historic Site,MA,"386,084",2013
FOPU,Fort Pulaski National Monument,National Monument,GA,"374,408",2013
VAMA,Vanderbilt Mansion National Historic Site,National Historic Site,NY,"372,569",2013
ANTI,Antietam National Battlefield,National Battlefield,MD,"370,832",2013
PUHO,Pu'uhonua o Honaunau National Historical Park,National Historical Park,HI,"363,282",2013
GOIS,Governors Island National Monument,National Monument,NY,"355,553",2013
SACN,Saint Croix National Scenic Riverway,National Scenic Riverway,WI,"342,942",2013
APCO,Appomattox Court House National Historical Park,National Historical Park,VA,"317,660",2013
BIBE,Big Bend National Park,National Park,TX,"316,953",2013
PRWI,Prince William Forest Park,Park,VA,"309,298",2013
FOCA,Fort Caroline National Memorial,National Memorial,FL,"307,086",2013
MORR,Morristown National Historical Park,National Historical Park,NJ,"304,941",2013
NEPE,Nez Perce National Historical Park,National Historical Park,WA,"297,973",2013
LYBA,Lyndon Baines Johnson Memorial Grove on the Potomac,National Memorial,DC,"294,979",2013
FIIS,Fire Island National Seashore,National Seashore,NY,"294,219",2013
ADAM,Adams National Historical Park,National Historical Park,MA,"285,501",2013
KEFJ,Kenai Fjords National Park,National Park,AK,"283,502",2013
DESO,De Soto National Memorial,National Memorial,FL,"279,924",2013
LIBI,Little Bighorn Battlefield National Monument,National Monument,MT,"277,883",2013
NEBE,New Bedford Whaling National Historical Park,National Historical Park,MA,"276,374",2013
DINO,Dinosaur National Monument,National Monument,CO,"274,361",2013
WAPA,War in the Pacific National Historical Park,War in the Pacific,GU,"266,267",2013
FLNI,Flight 93 National Memorial,National Memorial,PA,"265,924",2013
FORA,Fort Raleigh National Historic Site,National Historic Site,NC,"263,598",2013
STRI,Stones River National Battlefield,National Battlefield,TN,"258,242",2013
PAAV,Pennsylvania Avenue National Historic Site,National Historic Site,DC,"257,831",2013
HAFE,Harpers Ferry National Historical Park,National Historical Park,WV,"255,714",2013
FODO,Fort Donelson National Battlefield,National Battlefield,TN,"247,734",2013
KIMO,Kings Mountain National Military Park,National Military Park,SC,"247,632",2013
GRSA,Great Sand Dunes National Park,National Park,CO,"242,841",2013
GRSA,Great Sand Dunes National Preserve,National Preserve,CO,"242,841",2013
BICA,Bighorn Canyon National Recreation Area,National Recreation Area,WY,"241,527",2013
PINN,Pinnacles National Park,National Park,CA,"237,677",2013
VOYA,Voyageurs National Park,National Park,MN,"233,390",2013
WHHO,White House,Other Designation,DC,"231,627",2013
UPDE,Upper Delaware Scenic and Recreational River,Scenic and Recreational River,PA,"228,464",2013
SAJH,San Juan Island National Historical Park,National Historical Park,WA,"220,960",2013
FOFR,Fort Frederica National Monument,National Monument,GA,"217,580",2013
LEWI,Lewis and Clark National Historical Park,National Historical Park,WA,"217,022",2013
COWP,Cowpens National Battlefield,National Battlefield,SC,"216,239",2013
CHIS,Channel Islands National Park,National Park,CA,"212,029",2013
LIHO,Lincoln Home National Historic Site,National Historic Site,IL,"209,405",2013
ORPI,Organ Pipe Cactus National Monument,National Monument,AZ,"206,860",2013
CRMO,Craters of the Moon National Monument,National Monument,ID,"200,525",2013
OBRI,Obed Wild and Scenic River,Wild and Scenic River,TN,"198,367",2013
NATC,Natchez National Historical Park,National Historical Park,MS,"191,095",2013
WUPA,Wupatki National Monument,National Monument,AZ,"190,878",2013
PETE,Petersburg National Battlefield,National Battlefield,VA,"190,086",2013
LIRI,Little River Canyon National Preserve,National Preserve,AL,"185,477",2013
SUCR,Sunset Crater Volcano National Monument,National Monument,AZ,"184,864",2013
BLCA,Black Canyon of the Gunnison National Park,National Park,CO,"175,852",2013
CATO,Catoctin Mountain Park,Other Designation,MD,"175,213",2013
MNRR,Missouri National Recreation River,National Recreation River,SD,"169,698",2013
FONE,Fort Necessity National Battlefield,National Battlefield,PA,"165,159",2013
ABLI,Abraham Lincoln Birthplace National Historical Park,National Historical Park,KY,"163,928",2013
THIS,Theodore Roosevelt Island,National Memorial,DC,"162,599",2013
PISC,Piscataway Park,Other Designation,MD,"161,999",2013
SITK,Sitka National Historical Park,National Historical Park,AK,"161,157",2013
PEVI,Perry's Victory and International Peace Memorial,National Memorial,OH,"158,231",2013
KAHO,Kaloko-Honokohau National Historical Park,National Historical Park,HI,"158,124",2013
WICR,Wilson's Creek National Battlefield,National Battlefield,MO,"157,309",2013
